seed,policy,tick,mass,massRatio,energy,energyRatio,freeEnergy,occupiedFraction,activity
101,Q_LEARNING,450,81.1021692733193,0.3494578130071537,13.490898939402541,0.07266297645517215,2629.773180214979,0.01123046875,0.009829092172247478
101,Q_LEARNING,480,77.33573781885207,0.3332287908895853,13.074040292320205,0.07041774504441636,2630.1900383394095,0.010498046875,0.00958213209900638
101,Q_LEARNING,510,52.25357816088945,0.22515330119425103,10.291380847455002,0.05543013609165393,2632.9726971942873,0.00665283203125,0.006003311667257094
101,Q_LEARNING,540,0,0.0,0,0.0,2643.2640781998634,0,0.003189305307671475
101,Q_LEARNING,570,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,600,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,630,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,660,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,690,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,720,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,750,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,780,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,810,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,840,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,870,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,900,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,930,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,960,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,990,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,1020,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,1050,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,1080,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,1110,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,1140,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,1170,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,1200,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,1230,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,1260,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,1290,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,1320,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,1350,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,1380,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,1410,0,0.0,0,0.0,2643.2640781998634,0,0
101,Q_LEARNING,1440,0,0.0,0,0.0,2643.2640781998634,0,0
